doi,url
10.1016/j.ypmed.2011.05.016,timeout
10.1016/j.jallcom.2012.11.034,timeout
10.1016/j.thromres.2010.04.005,timeout
10.1039/c3cp50424g,RequestException
10.1016/j.celrep.2014.07.033,timeout
10.1016/j.jcis.2009.10.083,timeout
10.1016/j.jtrangeo.2009.04.005,timeout
10.1111/j.1552-6909.2012.01367.x,timeout
10.1097/cad.0000000000000105,tooManyRedirects
10.1016/j.cct.2015.04.013,timeout
10.1097/coh.0b013e32834134ea,tooManyRedirects
10.1016/j.ecolind.2014.06.002,timeout
10.1016/j.carbon.2013.10.005,timeout
10.1016/j.resuscitation.2011.02.024,timeout
10.1016/j.apcata.2012.09.004,timeout
10.1016/j.expneurol.2008.09.016,timeout
10.1097/cin.0000000000000194,tooManyRedirects
10.1016/j.mee.2013.08.004,timeout
10.1209/0295-5075/108/58006,timeout
10.1016/j.palaeo.2008.12.014,timeout
10.1016/j.apenergy.2009.05.040,timeout
10.1016/j.foodres.2013.02.001,timeout
10.1016/j.bbr.2012.09.047,timeout
10.1016/j.bbcan.2013.05.003,timeout
10.1016/j.bbrc.2013.12.064,timeout
10.1016/j.electacta.2014.04.156,timeout
10.1016/j.tips.2010.08.004,timeout
10.1016/j.cropro.2015.05.006,timeout
10.1088/0004-637x/782/1/25,timeout
10.1088/0953-8984/22/11/116004,timeout
10.1016/j.euroecorev.2015.05.006,timeout
10.1016/j.apsusc.2013.06.144,timeout
10.1088/0266-5611/25/7/075004,timeout
10.1016/j.envint.2014.06.016,timeout
10.1016/j.jcrs.2014.11.035,timeout
10.1016/j.intermet.2010.01.035,timeout
10.1016/j.aquabot.2012.12.007,timeout
10.1039/c2sc21005c,RequestException
10.1111/jth.12601,timeout
10.1016/j.geb.2015.07.003,timeout
10.1016/j.ygcen.2014.03.024,timeout
10.1016/j.engstruct.2014.08.041,timeout
10.1603/me10239,RequestException
10.1039/c2md20226c,RequestException
10.1016/j.tra.2012.01.009,timeout
10.1016/j.jneuroim.2015.05.024,timeout
10.1016/j.lingua.2014.08.006,timeout
10.1016/j.neulet.2012.03.006,timeout
10.1016/j.anifeedsci.2008.09.005,timeout
10.1016/j.forpol.2011.02.005,timeout
10.1016/j.ijepes.2008.10.012,timeout
10.5812/hepatmon.6160,RequestException
10.1016/j.apm.2010.11.072,timeout
10.1039/c2cp23229d,RequestException
10.1093/bioinformatics/bts661,RequestException
10.1016/j.econmod.2013.01.012,timeout
10.1016/j.gie.2014.07.056,timeout
10.1016/j.apenergy.2014.03.021,timeout
10.1016/j.topol.2009.12.004,timeout
10.1016/j.jphotochem.2013.07.015,timeout
10.1016/j.chaos.2008.04.055,timeout
10.1038/nature14506,timeout
10.1016/j.comppsych.2012.12.026,timeout
10.1016/j.matlet.2009.11.018,timeout
10.1097/acm.0000000000000269,tooManyRedirects
10.1039/c3tc00869j,RequestException
10.1016/j.laa.2011.09.004,timeout
10.1016/j.tetlet.2011.11.138,timeout
10.1016/j.jkss.2009.08.005,timeout
10.1016/j.ecoenv.2012.07.015,timeout
10.1017/s0959269509990500,timeout
10.1016/j.conb.2013.01.007,timeout
10.1016/j.neuroimage.2009.12.058,timeout
10.1016/j.foodchem.2009.03.037,timeout
10.1097/md.0000000000000066,tooManyRedirects
10.1016/j.ijsolstr.2010.02.010,timeout
10.1016/j.electacta.2013.12.007,timeout
10.1016/j.cgh.2010.04.021,timeout
10.1016/j.asr.2011.03.042,timeout
10.1016/j.seppur.2012.11.035,timeout
10.1016/j.legalmed.2014.10.006,timeout
10.1088/0004-637x/768/1/63,timeout
10.3390/mi6091387,RequestException
10.1016/j.apsusc.2012.06.055,timeout
10.1016/j.landurbplan.2009.06.013,timeout
10.1088/2040-8978/17/3/035707,timeout
10.1016/j.encep.2010.01.001,timeout
10.1016/j.ijmachtools.2012.12.005,timeout
10.1016/j.smrv.2008.11.001,timeout
10.1016/j.jssc.2009.10.001,timeout
10.1016/j.apacoust.2012.10.002,timeout
10.1097/gme.0b013e31829d2a00,tooManyRedirects
10.1093/europace/eur100,RequestException
10.1039/b9nr00149b,RequestException
10.1016/j.margeo.2011.12.006,timeout
10.1016/j.ecoleng.2008.09.017,timeout
10.1016/j.ijpharm.2015.04.063,timeout
10.1016/j.tiv.2009.09.013,timeout
10.1016/j.apsusc.2013.04.040,timeout
10.1016/j.marpolbul.2012.12.023,timeout
10.1016/j.rse.2011.05.003,timeout
10.1016/j.biomaterials.2012.09.058,timeout
10.1016/j.psychres.2013.07.025,timeout
10.1016/j.ajpath.2011.06.013,timeout
10.1016/j.biortech.2010.02.015,timeout
10.1016/j.scitotenv.2013.04.044,timeout
10.1016/j.comcom.2008.11.033,timeout
10.1016/j.tcb.2013.05.004,timeout
10.1016/j.annemergmed.2010.12.014,timeout
10.1016/j.rasd.2010.04.014,timeout
10.1016/j.gie.2014.04.029,timeout
10.1016/j.plasmid.2014.04.002,timeout
10.1016/j.anai.2015.02.019,timeout
10.1093/arclin/acv042,RequestException
10.1016/j.foodchem.2014.01.062,timeout
10.1016/j.ijporl.2010.09.017,timeout
10.1097/nmc.0000000000000081,tooManyRedirects
10.1016/j.enpol.2011.04.015,timeout
10.1016/j.jconrel.2015.09.018,timeout
10.1016/j.jep.2014.02.031,timeout
10.1111/aab.12157,timeout
10.1016/j.cellsig.2010.01.006,timeout
10.1016/j.neuroimage.2009.09.071,timeout
10.1016/j.bmc.2013.01.028,timeout
10.1016/j.annemergmed.2013.08.016,timeout
10.1016/j.catena.2010.04.008,timeout
10.1016/j.atmosenv.2014.08.038,timeout
10.1093/occmed/kqp176,RequestException
10.1016/j.cbpa.2011.04.005,timeout
10.1097/meg.0b013e32833a4822,tooManyRedirects
10.1039/c5ra05661f,RequestException
10.1016/j.ctim.2014.06.007,timeout
10.1039/c3ra43504k,RequestException
10.1167/iovs.11-8841,timeout
10.1016/j.joca.2010.01.014,timeout
10.1016/j.brat.2015.09.003,timeout
10.1016/j.enganabound.2014.04.003,timeout
10.1111/ecog.01538,timeout
10.1115/1.4030922,timeout
10.1016/j.pss.2011.03.006,timeout
10.1016/j.jsg.2015.07.009,timeout
10.1016/j.ijms.2014.02.003,timeout
10.1016/j.ijms.2009.11.004,timeout
10.1111/j.1365-246x.2010.04575.x,RequestException
10.1039/c1cc10525f,RequestException
10.2478/ijnaoe-2013-0199,timeout
10.1016/j.jbspin.2010.02.013,timeout
10.1016/j.cej.2012.07.009,timeout
10.1016/j.learninstruc.2009.02.021,timeout
10.1016/j.jcrs.2008.09.011,timeout
10.1016/j.neucom.2013.05.017,timeout
10.1016/j.ijms.2010.08.017,timeout
10.1051/0004-6361/201322593,timeout
10.1016/j.socscimed.2010.03.043,timeout
10.1016/j.optlaseng.2014.12.008,timeout
10.1016/j.jacc.2013.11.046,timeout
10.1016/j.jfa.2011.11.016,timeout
10.1016/j.infrared.2015.06.015,timeout
10.1039/c4py01311e,RequestException
10.1016/j.annemergmed.2008.07.016,timeout
10.1088/0953-8984/21/2/025603,timeout
10.1016/j.tet.2013.10.056,timeout
10.1016/j.tetlet.2012.06.073,timeout
10.1016/j.jmbbm.2015.02.018,timeout
10.1016/j.surfcoat.2012.09.043,timeout
10.1016/j.micromeso.2011.12.057,timeout
10.1016/j.advwatres.2015.10.009,timeout
10.1016/j.ultrasmedbio.2011.01.006,timeout
10.1097/nna.0b013e31827f2028,tooManyRedirects
10.1016/j.gca.2015.01.013,timeout
10.1016/j.matchemphys.2012.02.076,timeout
10.1115/1.4004762,timeout
10.1016/j.biomaterials.2011.03.008,timeout
10.1016/j.ifset.2014.08.001,timeout
10.1017/s1355771815000060,timeout
10.1051/epjap/2013120287,timeout
10.1016/j.eswa.2010.02.073,timeout
10.1039/c4nr00536h,RequestException
10.1039/c5ra13615f,RequestException
10.1016/j.compfluid.2012.12.012,timeout
10.1016/j.cpr.2012.11.001,timeout
10.1093/gji/ggt232,timeout
10.1111/j.1477-2574.2009.00022.x,timeout
10.1016/j.tibtech.2010.12.007,timeout
10.1016/j.snb.2011.07.006,timeout
10.1016/j.optlaseng.2011.11.012,timeout
10.1097/sla.0b013e31818b73dc,tooManyRedirects
10.1093/eurheartj/ehp221,RequestException
10.1016/j.ultsonch.2010.01.007,timeout
10.1007/s00776-015-0734-4,timeout
10.1093/intimm/dxq455,RequestException
10.1016/j.cub.2010.03.066,timeout
10.1016/j.ijpe.2015.09.032,timeout
10.1111/j.1365-3059.2010.02341.x,timeout
10.1111/head.12614,timeout
10.1016/j.cub.2015.06.012,timeout
10.1039/c0py00294a,RequestException
10.1039/c3cp53915f,RequestException
10.1039/c1ay05013c,RequestException
10.1016/j.jnt.2013.03.001,timeout
10.1016/j.jcp.2015.01.024,timeout
10.1016/j.tree.2008.09.004,timeout
10.1016/j.ab.2012.10.040,timeout
10.1016/j.meddos.2012.06.001,timeout
10.1016/j.poly.2011.07.016,timeout
10.1016/j.clay.2008.07.006,timeout
10.1039/c3ta00808h,RequestException
10.1016/j.bbrc.2012.04.083,timeout
10.1016/j.conengprac.2015.01.004,timeout
10.1016/j.tjog.2015.02.001,timeout
10.1016/j.anbehav.2014.04.032,timeout
10.1111/j.1365-2966.2009.14419.x,RequestException
10.1016/j.jde.2011.12.008,timeout
10.1016/j.neuropharm.2015.05.030,timeout
10.1016/j.electacta.2011.11.112,timeout
10.1016/j.schres.2012.06.031,timeout
10.1093/eurpub/cks130,RequestException
10.1016/j.ejphar.2012.04.028,timeout
10.1016/j.apenergy.2015.06.044,timeout
10.1039/c3ay41442f,RequestException
10.1039/c2lc40550d,RequestException
