doi,url
10.1111/j.1751-3928.2009.00098.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1751-3928.2009.00098.x
10.1002/anie.200805452,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/anie.200805452
10.1111/j.1467-8640.2012.00467.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1467-8640.2012.00467.x
10.1111/j.1525-1446.2010.00904.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1525-1446.2010.00904.x
10.1111/j.1438-8677.2012.00674.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1438-8677.2012.00674.x
10.1002/eqe.2268,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/eqe.2268
10.1111/ctr.12500,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/ctr.12500
10.1111/j.1755-3768.2011.02376.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1755-3768.2011.02376.x
10.1111/hdi.12301,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/hdi.12301
10.1055/s-0034-1370059,https://www.thieme-connect.de/DOI/DOI?10.1055/s-0034-1370059
10.1111/chd.12207,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/chd.12207
10.1111/ffe.12170,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/ffe.12170
10.3892/ijmm.2011.868,https://www.spandidos-publications.com/
10.1111/j.1528-1167.2009.02223.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1528-1167.2009.02223.x
10.1002/anie.201209916,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/anie.201209916
10.1002/jbio.201100058,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jbio.201100058
10.1111/j.1944-9720.2011.01139.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1944-9720.2011.01139.x
10.1111/amet.12062,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/amet.12062
10.1111/1475-6765.12027,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/1475-6765.12027
10.1111/j.1468-036x.2010.00558.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1468-036X.2010.00558.x
10.1002/asl2.500,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/asl2.500
10.1002/prop.201400044,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/prop.201400044
10.1111/jifm.12009,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/jifm.12009
10.1002/app.34428,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/app.34428
10.1111/j.1467-7660.2011.01756.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1467-7660.2011.01756.x
10.1002/mren.200900030,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/mren.200900030
10.1055/s-0032-1321720,https://www.thieme-connect.de/DOI/DOI?10.1055/s-0032-1321720
10.1111/aec.12181,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/aec.12181
10.1002/ceat.200900131,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ceat.200900131
10.1111/den.12399,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/den.12399
10.1111/j.1813-6982.2011.01262.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1813-6982.2011.01262.x
10.1002/jso.22093,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jso.22093
10.1111/jwas.12034,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/jwas.12034
10.1111/1556-4029.12391,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/1556-4029.12391
10.1002/pen.21859,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/pen.21859
10.1364/ol.38.005047,https://www.osapublishing.org/ol/abstract.cfm?uri=ol-38-23-5047
10.1002/eji.201344046,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/eji.201344046
10.1002/jsfa.6354,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jsfa.6354
10.1111/j.1600-0838.2012.01479.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1600-0838.2012.01479.x
10.1002/ejic.201300254,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ejic.201300254
10.1002/chem.201400307,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/chem.201400307
10.1029/2010ja016268,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1029/2010JA016268
10.1055/s-0032-1323700,https://www.thieme-connect.de/DOI/DOI?10.1055/s-0032-1323700
10.1070/im2013v077n01abeh002631,http://mr.crossref.org/iPage?doi=10.1070%2FIM2013v077n01ABEH002631
10.1002/adma.201002448,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/adma.201002448
10.1111/j.1464-410x.2011.10124.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1464-410X.2011.10124.x
10.1002/cbdv.201100356,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/cbdv.201100356
10.1111/febs.12927,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/febs.12927
10.1111/j.1399-3038.2011.01219.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1399-3038.2011.01219.x
10.1002/glia.22794,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/glia.22794
10.1111/j.1472-765x.2010.02845.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1472-765X.2010.02845.x
10.1111/1462-2920.12249,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/1462-2920.12249
10.1111/j.1610-0387.2009.07043.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1610-0387.2009.07043.x
10.1002/mrm.22778,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/mrm.22778
10.1016/j.ijgo.2009.06.003,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1016/j.ijgo.2009.06.003
10.1111/j.1365-2230.2008.02825.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2230.2008.02825.x
10.1002/mop.25258,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/mop.25258
10.1111/j.1755-053x.2010.01112.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1755-053X.2010.01112.x
10.1113/jphysiol.2009.184580,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1113/jphysiol.2009.184580
10.1111/j.1442-2042.2012.03120.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1442-2042.2012.03120.x
10.1002/jcb.22190,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jcb.22190
10.1002/cctc.201000384,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/cctc.201000384
10.1002/pon.3780,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/pon.3780
10.1002/swe.20020,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/swe.20020
10.1002/jez.1924,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jez.1924
10.1002/rcm.5112,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/rcm.5112
10.1002/wsbm.96,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/wsbm.96
10.1002/adhm.201200316,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/adhm.201200316
10.1002/pola.25033,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/pola.25033
10.1002/pssa.201100069,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/pssa.201100069
10.1111/j.1745-7599.2010.00545.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1745-7599.2010.00545.x
10.1111/jch.12547,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/jch.12547
10.1111/j.1749-6632.2010.05686.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1749-6632.2010.05686.x
10.1111/j.1651-2227.2011.02262.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1651-2227.2011.02262.x
10.1002/jbm.a.34413,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jbm.a.34413
10.1111/j.1365-2362.2011.02636.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2362.2011.02636.x
10.1002/adfm.201002153,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/adfm.201002153
10.1111/j.1745-4530.2009.00391.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1745-4530.2009.00391.x
10.1111/eth.12366,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/eth.12366
10.1111/jzo.12096,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/jzo.12096
10.1111/gtc.12013,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/gtc.12013
10.1111/j.1475-4754.2008.00416.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1475-4754.2008.00416.x
10.5897/ajpp11.540,http://academicjournals.org/login
10.1145/1831407.1831427,https://dl.acm.org/citation.cfm?doid=1831407.1831427
10.1002/iub.471,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/iub.471
10.1002/hc.20689,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/hc.20689
10.2298/sarh0902027a,http://www.doiserbia.nb.rs/Article.aspx?ID=0370-81790902027A&AspxAutoDetectCookieSupport=1
10.1002/jbm.a.35358,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jbm.a.35358
10.1002/pola.27049,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/pola.27049
10.1145/2767005,https://dl.acm.org/citation.cfm?doid=2808687.2767005
10.1002/trtr.1217,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/trtr.1217
10.1002/jbm.a.32004,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jbm.a.32004
10.1002/hed.21099,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/hed.21099
10.1111/j.1365-2648.2010.05439.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2648.2010.05439.x
10.1111/j.1551-2916.2011.04990.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1551-2916.2011.04990.x
10.1111/j.1476-5381.2011.01301.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1476-5381.2011.01301.x
10.1111/evo.12764,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/evo.12764
10.1111/j.1365-2885.2009.01149.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2885.2009.01149.x
10.1111/j.1745-4557.2009.00250.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1745-4557.2009.00250.x
10.1111/biom.12318,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/biom.12318
10.1111/gbb.12045,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/gbb.12045
10.1002/jemt.20926,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jemt.20926
10.1080/01411926.2012.683771,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1080/01411926.2012.683771
10.1002/hipo.20996,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/hipo.20996
10.1002/ijch.201300116,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ijch.201300116
10.1002/jcb.24172,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jcb.24172
10.1002/jca.20204,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jca.20204
10.2298/saj1590033s,http://www.doiserbia.nb.rs/Article.aspx?ID=1450-698X1590033S&AspxAutoDetectCookieSupport=1
10.1002/hec.1540,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/hec.1540
10.1111/j.1468-3083.2010.03922.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1468-3083.2010.03922.x
10.1055/s-0033-1359991,https://www.thieme-connect.de/DOI/DOI?10.1055/s-0033-1359991
10.1097/mpa.0b013e318264d027,https://insights.ovid.com/crossref?an=00006676-201303000-00021
10.1055/s-0034-1385014,https://www.thieme-connect.de/DOI/DOI?10.1055/s-0034-1385014
10.1002/hipo.22151,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/hipo.22151
10.1145/1508857.1508863,https://dl.acm.org/citation.cfm?doid=1508857.1508863
10.1002/app.42685,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/app.42685
10.1002/pssa.200881269,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/pssa.200881269
10.1002/asia.201402061,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/asia.201402061
10.1111/j.1759-5436.2011.00253.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1759-5436.2011.00253.x
10.1112/plms/pds097,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1112/plms/pds097
10.1111/cfs.12027,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/cfs.12027
10.1002/ajmg.a.34169,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ajmg.a.34169
10.1111/j.1365-2702.2012.04321.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2702.2012.04321.x
10.1002/cd.304,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/cd.304
10.1029/2009jb007023,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1029/2009JB007023
10.1002/jtr.694,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jtr.694
10.1111/jzs.12075,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/jzs.12075
10.5958/0976-0555.2015.00027.8,http://www.indianjournals.com/ijor.aspx?target=ijor:ijar1&volume=49&issue=1&article=027
10.1002/ajmg.a.36517,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ajmg.a.36517
10.1111/j.1442-200x.2010.03054.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1442-200X.2010.03054.x
10.1111/obes.12088,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/obes.12088
10.1002/lpor.201300179,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/lpor.201300179
10.1029/2009wr008595,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1029/2009WR008595
10.3892/ijmm.2015.2221,https://www.spandidos-publications.com/
10.1002/anie.201305024,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/anie.201305024
10.1029/2009jd013181,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1029/2009JD013181
10.4218/etrij.09.1209.0045,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.4218/etrij.09.1209.0045
10.1111/ejss.12299,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/ejss.12299
10.1002/pat.3166,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/pat.3166
10.1002/aic.14169,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/aic.14169
10.1111/rda.12157,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/rda.12157
10.1504/ijep.2014.065113,http://www.inderscience.com/papers/../offer.php?id=65113
10.1111/php.12378,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/php.12378
10.1002/jssc.201500862,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jssc.201500862
10.1111/j.1748-8583.2010.00123.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1748-8583.2010.00123.x
10.1111/epi.12108,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/epi.12108
10.1111/j.1365-2303.2010.00807.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2303.2010.00807.x
10.1111/dme.12950,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/dme.12950
10.1002/jaba.18,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jaba.18
10.1111/j.1475-4991.2012.00513.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1475-4991.2012.00513.x
10.1111/j.1570-7458.2011.01168.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1570-7458.2011.01168.x
10.1111/j.1528-1167.2010.02710.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1528-1167.2010.02710.x
10.1002/jbm.a.32190,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jbm.a.32190
10.1111/jfd.12239,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/jfd.12239
10.1111/j.1757-1707.2010.01068.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1757-1707.2010.01068.x
10.1111/j.1600-0625.2012.01476.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1600-0625.2012.01476.x
10.1111/1746-8361.12002,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/1746-8361.12002
10.1111/j.1600-0412.2011.01135.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1600-0412.2011.01135.x
10.1070/qe2012v042n06abeh014781,http://mr.crossref.org/iPage?doi=10.1070%2FQE2012v042n06ABEH014781
10.1055/s-0030-1280763,https://www.thieme-connect.de/DOI/DOI?10.1055/s-0030-1280763
10.1111/j.1601-5037.2010.00484.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1601-5037.2010.00484.x
10.1155/2010/354030,https://asp-eurasipjournals.springeropen.com/
10.1055/s-0030-1254238,https://www.thieme-connect.de/DOI/DOI?10.1055/s-0030-1254238
10.1002/clc.22001,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/clc.22001
10.4149/neo_2011_05_386,http://www.elis.sk/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=2422&category_id=71&option=com_virtuemart&Itemid=1&vmcchk=1&Itemid=1
10.1055/s-0033-1335220,https://www.thieme-connect.de/DOI/DOI?10.1055/s-0033-1335220
10.1002/2013jd020183,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/2013JD020183
10.1029/2010jd015512,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1029/2010JD015512
10.1111/j.1460-9568.2009.06898.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1460-9568.2009.06898.x
10.1002/hep.26126,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/hep.26126
10.1111/j.2042-3292.2012.00453.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.2042-3292.2012.00453.x
10.1111/j.1751-1097.2008.00497.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1751-1097.2008.00497.x
10.1002/jso.23653,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jso.23653
10.1038/clpt.2011.101,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1038/clpt.2011.101
10.1111/j.1365-2206.2012.00868.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2206.2012.00868.x
10.3139/217.2491,http://www.hanser-elibrary.com/doi/abs/10.3139/217.2491
10.1111/j.1752-4571.2011.00230.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1752-4571.2011.00230.x
10.1111/j.1399-3054.2012.01626.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1399-3054.2012.01626.x
10.1002/nla.787,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/nla.787
10.1111/imj.12756,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/imj.12756
10.1002/jmv.21875,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jmv.21875
10.1111/jop.12129,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/jop.12129
10.1002/ijch.201300006,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ijch.201300006
10.1111/j.1468-2435.2009.00555.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1468-2435.2009.00555.x
10.1002/ijc.28768,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ijc.28768
10.1111/j.1600-6143.2011.03788.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1600-6143.2011.03788.x
10.1111/j.1754-9485.2010.02141.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1754-9485.2010.02141.x
10.1890/es14-00416.1,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1890/ES14-00416.1
10.1002/nbm.2886,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/nbm.2886
10.1002/polb.22343,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/polb.22343
10.1111/1751-2980.12291,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/1751-2980.12291
10.1002/jms.1915,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jms.1915
10.1002/2013gc005065,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/2013GC005065
10.1002/etep.599,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/etep.599
10.1111/hepr.12346,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/hepr.12346
10.1111/j.1471-4159.2010.06644.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1471-4159.2010.06644.x
10.1111/j.1365-2249.2009.03967.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1365-2249.2009.03967.x
10.1118/1.3148668,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1118/1.3148668
10.1111/ddi.12261,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/ddi.12261
10.1130/g25704a.1,http://mr.crossref.org/iPage?doi=10.1130%2FG25704A.1
10.1111/j.1537-2995.2011.03432.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1537-2995.2011.03432.x
10.1111/j.1399-0012.2010.01260.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1399-0012.2010.01260.x
10.1111/j.1464-5491.2012.03676.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1464-5491.2012.03676.x
10.1111/j.1471-0528.2012.03460.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1471-0528.2012.03460.x
10.1144/0036-9276/01-413,http://mr.crossref.org/iPage?doi=10.1144%2F0036-9276%2F01-413
10.1002/jcb.22402,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jcb.22402
10.1002/lary.23603,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/lary.23603
10.1111/j.1525-1446.2009.00784.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1525-1446.2009.00784.x
10.1002/dta.1780,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/dta.1780
10.1016/j.febslet.2012.05.026,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1016/j.febslet.2012.05.026
10.1145/2450142.2450149,https://dl.acm.org/citation.cfm?doid=2450142.2450149
10.1002/chem.201104023,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/chem.201104023
10.1111/dmcn.12391,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/dmcn.12391
10.1029/2011wr011587,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1029/2011WR011587
10.1111/j.1477-4658.2009.00640.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1477-4658.2009.00640.x
10.1002/mop.27775,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/mop.27775
10.1002/lary.24635,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/lary.24635
10.1111/j.1399-0039.2009.01427.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1399-0039.2009.01427.x
10.1590/0004-282x20130108,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2013000900627&lng=en&tlng=en
10.1111/lsi.12104,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/lsi.12104
10.1002/zamm.201000228,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/zamm.201000228
10.1002/mc.20612,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/mc.20612
10.1111/jgs.13134,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/jgs.13134
10.1055/s-0029-1216888,https://www.thieme-connect.de/DOI/DOI?10.1055/s-0029-1216888
10.1111/all.12031,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/all.12031
10.1002/ceat.201200724,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/ceat.201200724
10.1111/ajco.12048,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/ajco.12048
10.1080/00268976.2013.809488,http://www.tandfonline.com/doi/abs/10.1080/00268976.2013.809488
10.1111/j.1540-6520.2010.00387.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1540-6520.2010.00387.x
10.1002/adsc.200900832,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/adsc.200900832
10.1108/09574091211226957,http://www.emeraldinsight.com/doi/abs/10.1108/09574091211226957
10.3938/jkps.57.458,http://www.kps.or.kr/jkps/abstract_view.asp?articleuid=6D5A99AE-ABD9-4514-9FF5-8BAB8024253C
10.4323/rjlm.2012.177,http://www.rjlm.ro/?doc=1347887847
10.1111/j.1749-6632.2011.05980.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1749-6632.2011.05980.x
10.1111/tpj.12213,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/tpj.12213
10.1111/j.1537-2995.2010.03037.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1537-2995.2010.03037.x
10.1002/pmic.201100380,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/pmic.201100380
10.1111/j.1475-6773.2008.00897.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1475-6773.2008.00897.x
10.1111/j.1420-9101.2010.02150.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1420-9101.2010.02150.x
10.1002/bmb.20619,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/bmb.20619
10.1111/ijpo.231,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/ijpo.231
10.1111/rssb.12028,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/rssb.12028
10.1590/1984-70332015v15n1c6,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332015000100040&lng=en&tlng=en
10.1111/j.1558-5646.2012.01582.x,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1558-5646.2012.01582.x
10.1111/1755-6724.12218,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/1755-6724.12218
10.1002/mma.2578,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/mma.2578
10.1002/zaac.201100363,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/zaac.201100363
10.1111/disa.12019,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/disa.12019
10.1002/jemt.22136,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/jemt.22136
10.1002/mus.24524,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1002/mus.24524
10.1111/1095-9270.12021,http://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/1095-9270.12021
